,acc,loss,val_acc,val_loss
0,0.6563343458219606,1.0788993187015876,0.7315581601858139,0.8648584839701653
1,0.750157957081683,0.7855592885171063,0.7460819962620735,0.8735482850670815
2,0.7891414798796177,0.6740895737893879,0.8254656782746315,0.5564346858859062
3,0.8131804983131588,0.5929415328428149,0.81514883518219,0.5742902408540249
4,0.8278964009368792,0.5441786999581382,0.8158968099951744,0.5936976557970047
5,0.8401026549981907,0.5019492318388075,0.8328647646307945,0.5359433242678642
6,0.8530181606765836,0.4589314561453648,0.8498301863670349,0.5046560591459275
7,0.8625657825032249,0.42785979714244604,0.8329852056503296,0.5467540065944195
8,0.8700596845010296,0.4032837381528225,0.8611673557758331,0.44795299440622327
9,0.8767879622755572,0.38027043256442994,0.8091068062186241,0.5952883058786392
